title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company,company_type,Parking Included,Agreement Type,Pet Friendly,Move-In Date,Size (sqft),Furnished,Air Conditioning,Smoking Permitted,Elevator Accessibility Features,Barrier-free Entrances and Ramps,Visual Aids,Accessible Washrooms in Suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space
"Rent a furnished room on bus route, utilities&laundry inc $1250",1250,2024-03-12T09:18:50.000Z,"Quarry Rd, Halifax, NS B3N",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/rent-a-furnished-room-on-bus-route-utilities-laundry-inc-1250/1687981755,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Furnished  bedroom all utilities included southend halifax,1400,2024-03-12T08:30:16.000Z,"1181 South Park St, Halifax, NS B3H 2W9",,1,1.5,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/furnished-bedroom-all-utilities-included-southend-halifax/1687980609,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Large furnished  bedroom all utilities included southend Halifax,1800,2024-03-12T08:19:19.000Z,"1181 South Park St, Halifax, NS B3H 2W9",,1,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/large-furnished-bedroom-all-utilities-included-southend-halifax/1687980455,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Temporary Accommodation Available in Halifax,500,2024-03-12T07:30:07.000Z,"Halifax, NS B3K 5K3",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/temporary-accommodation-available-in-halifax/1687979655,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
LARGE ROOM FOR RENT AVAILABLE APRIL 1st,975,2024-03-12T03:21:02.000Z,"Halifax, NS B3L 3H7",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/large-room-for-rent-available-april-1st/1682024687,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Furnished 1 Bedroom For Rental with Queen Bed,950,2024-03-12T02:40:55.000Z,"Beech Street, Halifax, NS",House,5+,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/furnished-1-bedroom-for-rental-with-queen-bed/1687970781,Kijiji User,Owner,0,Month-to-month,Limited,01-May-24,"2,400",Yes,No,Outdoors only,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
1 bedroom townhouse springhill nova scotia,1300,2024-03-12T01:11:40.000Z,"Upper Sackville, NS B4E 3C7",Townhouse,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-townhouse-springhill-nova-scotia/1687964832,Kijiji User,Owner,1,1 Year,No,15-Mar-24,700,No,No,No,,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
Private Room for Sublet,900,2024-03-12T01:01:37.000Z,"Edward St, Halifax, NS B3H 3H4",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-for-sublet/1687964110,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Private room for sublet,1100,2024-03-12T00:55:27.000Z,"1606 Edward St, Halifax, NS B3H 3J1",,1,2,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/private-room-for-sublet/1687963628,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Lease take over 1 Large bedroom,755,2024-03-12T00:21:23.000Z,"Barrington Street, Halifax, NS",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/lease-take-over-1-large-bedroom/1687960970,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Student Summer Sublet,900,2024-03-12T00:08:55.000Z,"5227B South St, Halifax, B3J 1A3",,5,3,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/student-summer-sublet/1687959848,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-091 Beautifully upgraded flat in Downtown Halifax,2275,2024-03-12T00:08:22.000Z,"Bishop Street, Halifax, NS, B3J 1C9",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-091-beautifully-upgraded-flat-in-downtown-halifax/1680067319,Kijiji User,Professional,1,1 Year,No,24-Mar-24,Not Available,No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
Private bedroom for sublet,,2024-03-11T23:51:19.000Z,"1606 Edward St, Halifax, NS B3H 3J1",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-bedroom-for-sublet/1687958299,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Private Room for Rent as Sublet May-August,800,2024-03-11T23:24:03.000Z,"2775 Windsor St, Halifax, NS B3K 5E3",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/private-room-for-rent-as-sublet-may-august/1687956163,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2BDRM APT FOR SUBLET MAY-AUGUST 2024 HALIFAX,1600,2024-03-11T22:04:57.000Z,"Halifax, NS B3H 3Z6",,2,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/2bdrm-apt-for-sublet-may-august-2024-halifax/1687949643,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Amazing Beechville 2 storey home/3beds/3.5baths - VIDEO TOUR!,2700,2024-03-11T21:45:34.000Z,"355 Sheppards Run, Beechville, NS, B3T 2G8",House,3 + Den,3.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/amazing-beechville-2-storey-home-3beds-3-5baths-video-tour/1687476289,Kijiji User,Professional,2,1 Year,Limited,01-Jun-24,"1,724",No,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
"West End, 1BD, heat, balcony, small deck, May 1, $1220",1220,2024-03-11T21:20:31.000Z,"Edinburgh Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/west-end-1bd-heat-balcony-small-deck-may-1-1220/1687945481,Kijiji User,Owner,0,1 Year,Limited,01-May-24,450,No,No,Outdoors only,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No
Summer Sublet- 1 bedroom May - August,925,2024-03-11T21:19:04.000Z,"Oxford St, Halifax, B3H 3Z5",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/summer-sublet-1-bedroom-may-august/1687945342,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Master bedroom with Walk-in Closet and Bathroom for rent,1200,2024-03-11T21:09:47.000Z,"Halifax, NS B3M 4C5",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/1-master-bedroom-with-walk-in-closet-and-bathroom-for-rent/1687944443,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
LOOKING FOR TWOSummer Sublets(May-August)Halifax:990$/month/room,990,2024-03-11T21:04:57.000Z,"Halifax, NS B3H 3X2",House,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/looking-for-twosummer-sublets-may-august-halifax:990-month-room/1687943933,Kijiji User,Owner,1,Month-to-month,No,01-May-24,"3,500",No,No,Outdoors only,,,,,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
Private room available for May 1st-August 1st in a 3 bed 1 bath,990,2024-03-11T20:51:18.000Z,"Dalhousie University, 1404 Seymour St, Halifax, NS B3H 3M6",,3,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/private-room-available-for-may-1st-august-1st-in-a-3-bed-1-bath/1687942568,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Bedroom Summer Sublet,800,2024-03-11T20:36:19.000Z,"Oxford St, Halifax, B3H 3Z6",,1,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/1-bedroom-summer-sublet/1687941124,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
 Furnished room for rent ,1000,2024-03-11T19:59:44.000Z,"2626 Agricola St, Halifax, B3K 4C8",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/furnished-room-for-rent/1687937593,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 bed / 2 bath Penthouse on 33rd Floor - Best views in the city!,3100,2024-03-11T19:00:00.000Z,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bed-2-bath-penthouse-on-33rd-floor-best-views-in-the-city/1687925704,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No
1 Bedroom Apartment - SUMMER SUBLET,2100,2024-03-11T18:58:49.000Z,"Halifax, NS B3J 1H6",,1,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/1-bedroom-apartment-summer-sublet/1687931485,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"24-019 Great West End flat, utilities included",3000,2024-03-11T18:54:43.000Z,"Second Street, Halifax, NS, B3L 1G2",Apartment,3,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-019-great-west-end-flat-utilities-included/1686891086,Kijiji User,Professional,2,1 Year,Limited,24-Mar-24,Not Available,No,No,No,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
23-107 Large upper-level flat in the North End,2475,2024-03-11T18:54:11.000Z,"Robie Street, Halifax, NS, B3K 4P2",Apartment,4,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-107-large-upper-level-flat-in-the-north-end/1679079760,Kijiji User,Professional,0,1 Year,Limited,24-Mar-24,Not Available,No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
16-105 Spacious FURNISHED apartment in Kingswood subdivision,1800,2024-03-11T18:53:42.000Z,"Kingswood Drive, Hammonds Plains, NS, B4B 1M2",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/16-105-spacious-furnished-apartment-in-kingswood-subdivision/1686110924,Kijiji User,Professional,1,1 Year,Limited,01-Apr-24,Not Available,Yes,No,No,,,,,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
24-008 Nicely renovated 2 bed close to downtown!,2150,2024-03-11T18:53:10.000Z,"John Street, Halifax, NS, B3K 4K6",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-008-nicely-renovated-2-bed-close-to-downtown/1682801064,Kijiji User,Professional,0,1 Year,Limited,24-Mar-24,Not Available,No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
21-099 Walk to hospitals! Downtown Halifax condo. Fab building!,2950,2024-03-11T18:52:05.000Z,"Dresden Row, Halifax, NS, B3J 2K2",Condo,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/21-099-walk-to-hospitals-downtown-halifax-condo-fab-building/1672687810,Kijiji User,Professional,1,1 Year,No,24-Mar-24,Not Available,Yes,Yes,No,,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
Roommate needed,953,2024-03-11T18:41:47.000Z,"Spring Garden Road, Halifax, NS",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/roommate-needed/1677632303,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1 Bedrooms @ The Aya,2195,2024-03-11T18:30:00.000Z,"5623 Fenwick Street, Halifax, NS, B3H 1R1",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedrooms-the-aya/1687925690,Kijiji User,Professional,0,1 Year,Limited,01-Mar-22,Not Available,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No
1 Bedroom Downtown Halifax for July,1595,2024-03-11T18:24:00.000Z,"5958 Spring Garden Rd, Halifax, NS, B3H 1Y7",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-downtown-halifax-for-july/1687925355,Kijiji User,Professional,0,1 Year,Limited,01-Jul-24,470,No,No,No,,,,,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
Amazing Panoramic City View,2450,2024-03-11T18:24:00.000Z,"5633 Fenwick St., Halifax, NS, B3H 1R1",Apartment,2,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/amazing-panoramic-city-view/1687925706,Kijiji User,Professional,0,1 Year,Limited,01-Jan-22,Not Available,No,No,No,,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No
One Bedroom Apartment - Clayton Park -April,1425,2024-03-11T16:22:27.000Z,"Halifax, NS B3M 4L5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-apartment-clayton-park-april/1682327799,Kijiji User,Owner,1,1 Year,No,01-Apr-24,800,No,No,Yes,,,,,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No
Clayton Park - Two plus Den -,2095,2024-03-11T15:55:48.000Z,"Caxton Close, Halifax, NS",Apartment,2,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/clayton-park-two-plus-den/1678829621,Kijiji User,Owner,1,1 Year,No,01-Apr-24,"1,050",No,No,Yes,,,,,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No
2 Bedroom in Halifax for June,3695,2024-03-11T15:45:12.000Z,"7037 Mumford Rd, Halifax, NS, B3L 2J1",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-in-halifax-for-june/1684096007,Kijiji User,Professional,0,1 Year,Limited,01-Jun-24,"1,238",No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
2 Bedroom in Halifax for June,2395,2024-03-11T15:44:34.000Z,"7037 Mumford Rd, Halifax, NS, B3L 2J1",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-in-halifax-for-june/1684096221,Kijiji User,Professional,0,1 Year,Limited,01-Jun-24,936,No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
2 Bedroom in Halifax for June,2395,2024-03-11T15:43:55.000Z,"7037 Mumford Rd, Halifax, NS, B3L 2J1",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-in-halifax-for-june/1684095984,Kijiji User,Professional,0,1 Year,Limited,01-Jun-24,936,No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
Bright North-end Halifax Townhouse,2650,2024-03-11T15:25:19.000Z,"John Parr Drive, Halifax, NS",Townhouse,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bright-north-end-halifax-townhouse/1687103861,Kijiji User,Owner,1,1 Year,No,01-Apr-24,"1,275",No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
Sublet May-Sept 4 bdrm on South St,875,2024-03-11T15:25:12.000Z,"South St, Halifax, NS B3H 1S9",House,4,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/sublet-may-sept-4-bdrm-on-south-st/1681954461,Kijiji User,Owner,1,Month-to-month,Limited,01-May-24,"1,200",Yes,No,No,,,,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
1 Bed 1 Bath- Apartment,1900,2024-03-11T15:13:32.000Z,"Halifax, NS B3H 2P1",,1 + Den,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/1-bed-1-bath-apartment/1687907966,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Hubbards Short Term Rental,2700,2024-03-11T13:01:44.000Z,"269 Nova Scotia 329, Hubbards, NS",,1,2,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/hubbards-short-term-rental/1687895770,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Available April 1st- Furnished 1 BR Suites w Citadel Views,,2024-03-11T12:58:45.000Z,"Sackville Street, Halifax, NS, B3J 1L1",,1,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/available-april-1st-furnished-1-br-suites-w-citadel-views/1687631438,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Fully furnished room for summer sublet, all amenities included",969,2024-03-11T12:36:53.000Z,"Halifax, NS B3H 4P9",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/fully-furnished-room-for-summer-sublet-all-amenities-included/1687894084,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
South End Outdoor Parking Spot for Rent,150,2024-03-11T12:33:44.000Z,"Halifax, NS B3H 2T9",,,,https://www.kijiji.ca/v-storage-parking/city-of-halifax/south-end-outdoor-parking-spot-for-rent/1632528323,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Commercial Lease - Room,1,2024-03-11T09:40:04.000Z,"Halifax, NS B3N 1X1",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/commercial-lease-room/1682580032,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Sublet Rental in Downtown,1750,2024-03-11T04:28:23.000Z,"2001 Brunswick Street, Halifax, NS",,1,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/sublet-rental-in-downtown/1687881439,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2Br Condo in Bedford - 2000.00,2000,2024-03-11T02:40:54.000Z,"Willett St, Halifax, NS, B3M3C8",Condo,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2br-condo-in-bedford-2000-00/1687876671,Kijiji User,Owner,1,1 Year,No,01-Apr-24,850,No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
1/2/3 bedrooms available in 3-Bedroom Apartment Sublet,1050,2024-03-11T01:31:57.000Z,"North Street, Halifax, NS",,3,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/1-2-3-bedrooms-available-in-3-bedroom-apartment-sublet/1687872458,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Fully Furnished 3 Bedroom Apartment,2400,2024-03-11T00:08:45.000Z,"St Margarets Bay Rd, Halifax, NS",,3,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/fully-furnished-3-bedroom-apartment/1687866533,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14-048 Charming little home in bedford.Furnished. Flexible Lease,2200,2024-03-11T00:08:40.000Z,"Locke St., Bedford, NS, B4A 1N1",House,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/14-048-charming-little-home-in-bedford-furnished-flexible-lease/1684868896,Kijiji User,Professional,3+,1 Year,Limited,24-Mar-24,Not Available,Yes,No,No,,,,,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
"14-048 Charming furnished Home, Bedford 6-8 month lease",2200,2024-03-11T00:08:40.000Z,"Locke St., Bedford, NS, B4A 1N1",,2,1,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/14-048-charming-furnished-home-bedford-6-8-month-lease/1684868919,Kijiji User,Professional,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24-014 Spacious semi detached home in Dartmouth,2300,2024-03-11T00:08:40.000Z,"Cranbery Crescent, Dartmouth, NS, B2W 5A9",House,3,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-014-spacious-semi-detached-home-in-dartmouth/1684868927,Kijiji User,Professional,2,1 Year,Limited,24-Mar-24,"1,344",No,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
Room for rent,800,2024-03-10T23:47:05.000Z,"Halifax, NS B3N 1R8",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-rent/1687864802,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
North End Basement Apartment for Rent,1500,2024-03-10T23:10:12.000Z,"Leaman Street, Halifax, NS",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/north-end-basement-apartment-for-rent/1687861841,Kijiji User,Owner,1,Month-to-month,Limited,01-May-24,500,Yes,No,No,,,,,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes
1 Bedroom for Rent,950,2024-03-10T22:38:52.000Z,"Halifax, NS B3H 2G2",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/1-bedroom-for-rent/1687859180,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Room for rent,900,2024-03-10T21:46:28.000Z,"Morris St, Halifax, NS B3J 1C5",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-rent/1687854311,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
HALIFAX COMMERCIAL SPACE ACROSS FROM THE HISTORIC ARMOURY,,2024-03-10T21:05:04.000Z,"5689 Cunard Street, Halifax, NS",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/halifax-commercial-space-across-from-the-historic-armoury/1687850472,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
HALIFAX PRIME HIGH TRAFFIC COMMERCIAL SPACE,,2024-03-10T20:47:08.000Z,"5689 Cunard Street, Halifax, NS",,,,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/halifax-prime-high-traffic-commercial-space/1687848744,Kijiji User,Owner,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Bachelor Apartment,1400,2024-03-10T20:42:55.000Z,"Halifax, NS B3J 1J4",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bachelor-apartment/1687848327,Kijiji User,Owner,0,Month-to-month,Limited,01-May-24,500,Yes,No,No,,,,,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No
"Looking for Female Roommate, North End Apartment - May 1 move in",820,2024-03-10T20:21:27.000Z,"Halifax, NS B3K 1N1",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/looking-for-female-roommate-north-end-apartment-may-1-move-in/1687846055,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
ONE BEDROOM SUBLET - AVAILABLE MAY 1st-SEPTEMBER 1st,850,2024-03-10T19:43:43.000Z,"Chebucto Road, Halifax, NS",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/one-bedroom-sublet-available-may-1st-september-1st/1687841871,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
One bedroom plus den,1800,2024-03-10T19:10:13.000Z,"Halifax, NS B3H 4R2",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-plus-den/1687830154,Kijiji User,Owner,1,Month-to-month,Limited,01-Apr-24,"1,000",No,Yes,Outdoors only,,,,,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No
Room rental,1150,2024-03-10T18:44:58.000Z,"Halifax, NS B3S 1E7",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-rental/1687835626,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2BEDROOMS/2 BATHROOMS/DOG FRIENDLY.  SHIRAZ GARDENS 50+ BUILDING,2295,2024-03-10T18:20:13.000Z,"Appaloosa Run, Hammonds Plains, NS",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2bedrooms-2-bathrooms-dog-friendly-shiraz-gardens-50-building/1686978732,Kijiji User,Owner,0,1 Year,Yes,01-Apr-24,"1,260",No,Yes,No,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No
Newly renovated 2-bedroom unit in Halifax West,2100,2024-03-10T18:17:39.000Z,"Main Avenue, Halifax, NS",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-2-bedroom-unit-in-halifax-west/1687832679,Kijiji User,Owner,1,1 Year,No,01-Mar-24,800,No,Yes,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
Newly renovated 2-bedroom unit in Halifax West,2300,2024-03-10T18:14:35.000Z,"Main Avenue, Halifax, NS",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/newly-renovated-2-bedroom-unit-in-halifax-west/1687832346,Kijiji User,Owner,1,1 Year,No,01-Mar-24,800,No,Yes,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
Room available April 1st in spacious house in Halifax,925,2024-03-10T17:47:11.000Z,"Halifax, NS B3L 2L6",,,,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-available-april-1st-in-spacious-house-in-halifax/1687829284,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
