,title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company_type,num_parking,agreement_type,pet_friendly,move_in_date,size_sqft,furnished,air_conditioning,smoking_permitted,barrier_free_entrances_ramps,visual_aids,accessible_washrooms_in_suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space
280,Room for Rent - Summer Sublet,8500.0,2024-03-12 21:52:45+00:00,"Halifax, NS B3H 3X2",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/room-for-rent-summer-sublet/1688040830,Private seller,0.0,1 Year,Limited,2024-03-11 08:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
281,Beautiful Studio Apartment at The Vuze!,19950.0,2024-03-12 20:48:00+00:00,"5633 Fenwick Street, Halifax, NS, B3H 4M2",Apartment,0.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-studio-apartment-at-the-vuze/1688028962,Professional,1.0,Not Available,Yes,2024-03-01 00:00:00.000000000,500.0,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False
282,Two-bedroom close to Halifax Shopping Centre and Quinpool,21000.0,2024-03-12 20:22:36+00:00,"Churchill Drive, Halifax, NS",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/two-bedroom-close-to-halifax-shopping-centre-and-quinpool/1688032348,Owner,1.0,1 Year,Yes,2024-04-01 00:00:00.000000000,850.0,False,False,outdoors only,True,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False
283,Private room for rent ,9500.0,2024-03-12 20:11:48+00:00,"Tower Rd, Halifax, NS B3H 2Y5",Apartment,2.0,1.0,https://www.kijiji.ca/v-short-term-rental/city-of-halifax/private-room-for-rent/1688031404,Owner,0.0,1 Year,Limited,2024-04-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
284,Spring Garden St 1400 sqf starting from May,30.0,2024-03-12 20:06:03+00:00,"1456 Dresden Row, Halifax, B3J 3T5",Apartment,1.0,1.0,https://www.kijiji.ca/v-commercial-office-space/city-of-halifax/spring-garden-st-1400-sqf-starting-from-may/1688030861,Owner,0.0,1 Year,Limited,2024-04-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
285,Beautiful 1 Bedroom Penthouse at The Vuze!,24500.0,2024-03-12 20:00:01+00:00,"5633 Fenwick Street, Halifax, NS, B3H 4M2",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-1-bedroom-penthouse-at-the-vuze/1688028957,Professional,1.0,Not Available,Yes,2024-04-01 00:00:00.000000000,800.0,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False
286,2 Bedroom in Halifax for July,25950.0,2024-03-12 20:00:00+00:00,"7037 Mumford Rd, Halifax, NS, B3L 2J1",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-in-halifax-for-july/1688027359,Professional,0.0,1 Year,Limited,2024-07-01 00:00:00.000000000,1033.0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,True
287,NEW BUILD - 2 Bedroom Lower Flat,22500.0,2024-03-12 19:54:02+00:00,"29 McIntosh Street, Halifax, NS, B3R 1G9",Basement,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/new-build-2-bedroom-lower-flat/1688029421,Professional,1.0,Not Available,Yes,2024-04-01 00:00:00.000000000,1.0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False
288,Beautiful 2 Bedroom at The Vuze!,29000.0,2024-03-12 19:54:01+00:00,"5633 Fenwick Street, Halifax, NS, B3H 4M2",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-2-bedroom-at-the-vuze/1688028966,Professional,1.0,Not Available,Yes,2024-03-01 00:00:00.000000000,1050.0,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False
289,Rare 3 bedroom in central Spryfield- June 1st-$2195.00,21950.0,2024-03-12 19:54:01+00:00,"242 Herring Cove Road, Halifax, NS, B3P 1L7",Apartment,3.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/rare-3-bedroom-in-central-spryfield-june-1st-2195-00/1688027663,Professional,1.0,1 Year,No,2024-06-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False
290,EURO 2 BEDROOM 1 BATH,26000.0,2024-03-12 19:54:01+00:00,"5633 Fenwick Street, Halifax, NS, B3H 4M2",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/euro-2-bedroom-1-bath/1688029020,Professional,1.0,Not Available,Yes,2024-03-01 00:00:00.000000000,800.0,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False
291,Bright 1 Bedroom on Oxford Street Near Dalhousie University,19950.0,2024-03-12 19:54:01+00:00,"1585 Oxford Street, Halifax, NS, B3H 3Z3",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bright-1-bedroom-on-oxford-street-near-dalhousie-university/1688028725,Professional,1.0,Not Available,Yes,2024-03-02 00:00:00.000000000,583.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True
292,Bright 1 Bedroom Near Dalhousie University,18500.0,2024-03-12 19:54:01+00:00,"1545 Oxford Street, Halifax, NS, B3H 3Z3",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bright-1-bedroom-near-dalhousie-university/1688029019,Professional,1.0,Not Available,Yes,2024-03-01 00:00:00.000000000,475.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
293,"The Junction - 2 Bedroom, 2 Bathroom Apartment for Rent",24750.0,2024-03-12 19:54:00+00:00,"3075 Devonshire Avenue, Halifax, NS, B3K 0H5",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-junction-2-bedroom-2-bathroom-apartment-for-rent/1688027038,Professional,0.0,1 Year,Yes,2024-04-01 00:00:00.000000000,Not Available,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False
294,1 Bedroom + DEN Downtown Halifax for July,21950.0,2024-03-12 19:48:00+00:00,"1530 Birmingham Street, Halifax, NS, B3J 0B5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-den-downtown-halifax-for-july/1688027349,Professional,0.0,1 Year,No,2024-07-01 00:00:00.000000000,788.0,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,True,True
295,Cozy Home in West End Halifax,23950.0,2024-03-12 19:17:53+00:00,"Halifax, NS B3L 2C2",House,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/cozy-home-in-west-end-halifax/1688025502,Owner,1.0,1 Year,Yes,2024-04-01 00:00:00.000000000,1000.0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False
296,1 Bedroom + DEN Downtown Halifax for June,21450.0,2024-03-12 18:59:02+00:00,"1530 Birmingham Street, Halifax, NS, B3J 0B5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-den-downtown-halifax-for-june/1685558063,Professional,0.0,1 Year,No,2024-06-01 00:00:00.000000000,689.0,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True
297,1 Bedroom in 2 BHK,9000.0,2024-03-12 18:58:42+00:00,"235 Willett St, Halifax, NS B3M 3M9",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-in-2-bhk/1688023820,Owner,0.0,Month-to-month,No,2024-04-01 00:00:00.000000000,1300.0,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False
298,Nice fully furnished and renovated basement,16500.0,2024-03-12 18:49:42+00:00,"Lakeside, NS B3T 1M4",Basement,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/nice-fully-furnished-and-renovated-basement/1688022923,Owner,1.0,1 Year,No,2024-03-30 00:00:00.000000000,500.0,True,False,outdoors only,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
299,Halifax 3 Bedroom Flat (furnished),24000.0,2024-03-12 18:45:29+00:00,"11 Quarry Rd, Halifax, NS B3N 1X1",Apartment,3.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/halifax-3-bedroom-flat-furnished/1687495522,Owner,2.0,1 Year,Limited,2024-03-15 00:00:00.000000000,1250.0,True,True,outdoors only,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
300,1 bedroom available may-August near Dal,9900.0,2024-03-12 18:42:51+00:00,"Watt Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/1-bedroom-available-may-august-near-dal/1688022251,Private seller,0.0,1 Year,Limited,2024-03-15 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
301,South End Bachelor apartment,13500.0,2024-03-12 18:31:33+00:00,"5681 Rhuland St, Halifax, NS B3H 4J6",Apartment,0.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/south-end-bachelor-apartment/1688021157,Owner,0.0,1 Year,No,2024-03-15 00:00:00.000000000,420.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False
302,24-018 South End Halifax. Gorgeous upgraded home.,33000.0,2024-03-12 17:25:43+00:00,"South Street, Halifax, NS, B3J 1A4",House,2.0,2.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-018-south-end-halifax-gorgeous-upgraded-home/1686076397,Professional,1.0,1 Year,Limited,2024-03-24 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,False
303,One bedroom lease take over,18600.0,2024-03-12 16:23:18+00:00,"5651 Ogilvie Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/one-bedroom-lease-take-over/1688009240,Owner,0.0,1 Year,Yes,2024-04-01 00:00:00.000000000,500.0,False,False,outdoors only,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
304,"2 Bedroom House in HRM for Rent - $1,9000/month, March 15",19000.0,2024-03-12 16:15:31+00:00,"Sambro, NS B3V 1G1",House,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-house-in-hrm-for-rent-1-9000-month-march-15/1686003339,Owner,2.0,1 Year,Limited,2024-03-15 00:00:00.000000000,780.0,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False
305,Beautiful 1 bedroom unit in Central Fairview! $1795.00,17950.0,2024-03-12 16:00:00+00:00,"2 SYBYL COURT, HALIFAX, NS, B3M 1G8",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-1-bedroom-unit-in-central-fairview-1795-00/1688001624,Professional,1.0,1 Year,No,2024-03-15 00:00:00.000000000,Not Available,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False
306,New Modern Building Opening May 1st - Halifax!,10000.0,2024-03-12 15:54:00+00:00,"6450 Bayers Road, Halifax, NS, B3L 0C7",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/new-modern-building-opening-may-1st-halifax/1688002304,Professional,0.0,1 Year,Yes,2024-05-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,True
307,Beautiful 2 Bedroom Downtown Halifax- Steps From QE2 and Dal!,25950.0,2024-03-12 15:36:00+00:00,"5620 South Street, Halifax, NS, B3J 0A7",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-2-bedroom-downtown-halifax-steps-from-qe2-and-dal/1688001635,Professional,0.0,1 Year,No,2024-03-12 00:00:00.000000000,Not Available,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,True,True,True,False
308,Beautiful One bedroom steps from the Hydrostone- $1795.00,17950.0,2024-03-12 15:36:00+00:00,"3232 Isleville Street, Halifax, NS, B3K 3Y5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-one-bedroom-steps-from-the-hydrostone-1795-00/1688001639,Professional,0.0,1 Year,No,2024-04-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
309,BEAUTIFUL 1 BDRM OVERLOOKING THE NORTHWEST ARM!,17950.0,2024-03-12 15:30:01+00:00,"7137 QUINPOOL ROAD, HALIFAX, NS, B3L 1C8",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-1-bdrm-overlooking-the-northwest-arm/1688001587,Professional,0.0,1 Year,No,2024-04-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False
310,2 BEDROOM basement unit for RENT in Halifax - West End  $2500,25000.0,2024-03-12 15:24:29+00:00,"2708 Connaught Avenue, Halifax, NS",Basement,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-basement-unit-for-rent-in-halifax-west-end-2500/1688003591,Owner,1.0,1 Year,Limited,2024-04-01 00:00:00.000000000,700.0,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
311,4 BEDROOM house for RENT in Halifax Peninsula - West End,35000.0,2024-03-12 15:04:02+00:00,"2708 Connaught Avenue, Halifax, NS",House,4.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/4-bedroom-house-for-rent-in-halifax-peninsula-west-end/1688001293,Owner,2.0,1 Year,Limited,2024-04-01 00:00:00.000000000,1500.0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False
312,1738 Chestnut St - 1 Bedroom Apartment - May 1 2024,17790.0,2024-03-12 14:11:55+00:00,"1740 Chestnut St, Halifax, NS, B3H 3T6",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1738-chestnut-st-1-bedroom-apartment-may-1-2024/1681365140,Professional,0.0,1 Year,No,2024-05-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,True
313,FULL 7 BEDROOM HOUSE - JUNE 1 2024 - $1375 EACH PER MONTH,13750.0,2024-03-12 14:11:50+00:00,"1686 Robie St, Halifax, NS, B3H 3E7",House,5.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/full-7-bedroom-house-june-1-2024-1375-each-per-month/1686717258,Professional,0.0,1 Year,Yes,2024-06-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False
314,1 Bedroom Unit Mins to Downtown - March 1st!,19500.0,2024-03-12 13:46:02+00:00,"3260 Barrington Street, Halifax, NS, B3K 0B5",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-unit-mins-to-downtown-march-1st/1686198458,Professional,1.0,1 Year,Limited,2024-08-01 00:00:00.000000000,Not Available,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False
315,NEW! 1 & 2 bedroom apartments: from $1995/mth;  Hammonds Plains,19950.0,2024-03-12 13:32:56+00:00,"Appaloosa Run, Hammonds Plains, NS",Apartment,1.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/new-1-2-bedroom-apartments:-from-1995-mth-hammonds-plains/1685373425,Owner,0.0,1 Year,Limited,2024-10-01 00:00:00.000000000,1010.0,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False
316,"Fantastic 2 bedroom North end Halifax, July 15th- $2295.00",22950.0,2024-03-12 13:00:01+00:00,"5511 Charles St., Halifax, NS, B3K 1K1",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fantastic-2-bedroom-north-end-halifax-july-15th-2295-00/1687986526,Professional,0.0,1 Year,No,2024-07-15 00:00:00.000000000,Not Available,False,False,False,True,True,False,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False
317,Summer Sublet Opportunity; Perfect for Students,9500.0,2024-03-12 12:49:54+00:00,"South Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-room-rental-roommate/city-of-halifax/summer-sublet-opportunity-perfect-for-students/1687989601,Private seller,0.0,1 Year,Limited,2024-07-06 16:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
318,Saltbush Lane - 33 Townhome for Rent,16950.0,2024-03-12 12:00:00+00:00,"5 Saltbush, Halifax, NS, B4P 1P2",House,1.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/saltbush-lane-33-townhome-for-rent/1687981436,Professional,1.0,1 Year,Limited,2024-06-28 08:00:00.000000000,Not Available,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
319,96 Central Ave - One Bedroom Apartment for Rent,14750.0,2024-03-12 11:42:00+00:00,"96 Central Ave, Halifax, NS, B3N 2H8",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/96-central-ave-one-bedroom-apartment-for-rent/1687981439,Professional,0.0,1 Year,Yes,2024-06-20 00:00:00.000000000,Not Available,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
