title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company,company_type,Parking Included,Agreement Type,Pet Friendly,Move-In Date,Size (sqft),Furnished,Air Conditioning,Smoking Permitted,Elevator Accessibility Features,Barrier-free Entrances and Ramps,Visual Aids,Accessible Washrooms in Suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space
THE CRANE- 2-Bedroom unit-301-June 1st-$2795.00,2795.,2024-03-24T21:24:00.000Z,"1471 South Park Street, Halifax, NS, B3J 0J7",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/the-crane-2-bedroom-unit-301-june-1st-2795-00/1689128093,Kijiji User,Professional,0,1 Year,No,"June 1, 2024",Not Available,No,Yes,No,,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No
2-Bedroom Basement Apartment for rent (Halifax Armdale),1900.,2024-03-22T12:58:29.000Z,"Halifax, NS B3N",Basement,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-basement-apartment-for-rent-halifax-armdale/1688913129,Kijiji User,Owner,1,1 Year,No,"April 1, 2024",550,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No
4 Bedroom House in Halifax for March,3995.,2024-03-19T19:26:07.000Z,"12 Palmer Hill, Halifax, NS, B3N 1S5",House,3,3,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/4-bedroom-house-in-halifax-for-march/1684095786,Kijiji User,Professional,0,1 Year,No,"March 1, 2024","4,400",No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
LUXURY 1 BED + DEN IN BEDFORD,,2024-03-26T01:52:54.000Z,"230 Larry Uteck Blvd, Bedford, NS, B3N 0N1",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/luxury-1-bed-den-in-bedford/1646233967,Kijiji User,Professional,0,1 Year,No,,Not Available,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
1 Bedroom Apt - Avail June 1st in  Popular North End Halifax,1695.,2024-03-21T13:57:13.000Z,"3210 Agricola Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-apt-avail-june-1st-in-popular-north-end-halifax/1688832358,Kijiji User,Owner,1,1 Year,Limited,"June 1, 2024",700,No,Yes,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
OPEN HOUSE SATURDAY 10-4 - 1 BEDROOM ON PUBLIC GARDENS,,2024-03-26T21:01:54.000Z,"1545 / 1551 South Park Street, Halifax, NS, B3J 4B3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-on-public-gardens/1678071862,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,No,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
OPEN HOUSE SATURDAY 10-4  1 BEDROOM DOWNTOWN HALIFAX,,2024-03-26T01:52:16.000Z,"5651 Ogilvie Street, Halifax, NS, B3H 1B9",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-downtown-halifax/1652777429,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No
1 bedroom for sublet in 2 bedroom apartment,1387.,2024-03-24T20:51:26.000Z,"Dresden Row, Halifax, NS B3J 4A2",,,,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-for-sublet-in-2-bedroom-apartment/1689126877,Kijiji User,Private seller,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2 BEDROOM APARTMENT FOR RENT - DOG FRIENDLY,2200.,2024-03-24T20:47:02.000Z,"Hammonds Plains, NS B3Z 1J7",Apartment,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-apartment-for-rent-dog-friendly/1689126448,Kijiji User,Owner,2,1 Year,Yes,"May 1, 2024","1,000",No,Yes,Outdoors only,,,,,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No
1 BEDROOM BASEMENT APARTMENT - DOG FRIENDLY,1800.,2024-03-24T20:24:38.000Z,"Hammonds Plains, NS B3Z 1J7",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-basement-apartment-dog-friendly/1689124389,Kijiji User,Owner,1,1 Year,Yes,"May 1, 2024",900,No,Yes,Outdoors only,,,,,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No
"21-041 Nicely updated 3 level semi in Halifax,",2300.,2024-03-24T20:01:54.000Z,"Thornhill Drive, Halifax, NS, B3R 2B4",Townhouse,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/21-041-nicely-updated-3-level-semi-in-halifax/1687576660,Kijiji User,Professional,2,1 Year,Limited,"May 1, 2024",Not Available,No,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
23-097 Furnished and fabulous!  Downtown Halifax South Park St.,3900.,2024-03-24T20:01:50.000Z,"South Park Street, Halifax, NS, B3J 0B0",Condo,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-097-furnished-and-fabulous-downtown-halifax-south-park-st/1686924893,Kijiji User,Professional,1,1 Year,No,"April 1, 2024",Not Available,Yes,No,No,,,,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No
23-104 Beautiful family home in the South End,4000.,2024-03-24T20:01:46.000Z,"Robie Street, Halifax, NS, B3H 3E7",House,4,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-104-beautiful-family-home-in-the-south-end/1678803741,Kijiji User,Professional,1,1 Year,Limited,"April 1, 2024",Not Available,No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
24-024 Conveniently located Dartmouth apartment,1950.,2024-03-24T20:01:42.000Z,"Paul David Court, Dartmouth, NS, B2X 2Y8",Apartment,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-024-conveniently-located-dartmouth-apartment/1687442934,Kijiji User,Professional,2,1 Year,Limited,"April 1, 2024",Not Available,No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
24-008 Nicely renovated 2 bed close to downtown!,2150.,2024-03-24T20:01:42.000Z,"John Street, Halifax, NS, B3K 4K6",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-008-nicely-renovated-2-bed-close-to-downtown/1682801064,Kijiji User,Professional,0,1 Year,Limited,"April 1, 2024",Not Available,No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
270 Willett St./Clayton Park 2-Bdrm available April 1 and May 1,1865.,2024-03-24T17:21:48.000Z,"Halifax, NS B3M 3L9",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/270-willett-st-clayton-park-2-bdrm-available-april-1-and-may-1/1591754701,Kijiji User,Professional,1,1 Year,Limited,"March 1, 2024",900,No,No,Outdoors only,,,,,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
2 bedroom. Avail. May 1st. $2100/mo (utilities included),2100.,2024-03-24T15:45:29.000Z,"Auburn Ave, Halifax, NS B3R 1K4",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-avail-may-1st-2100-mo-utilities-included/1687608423,Kijiji User,Owner,0,1 Year,Limited,"May 1, 2024","1,200",No,No,No,,,,,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No
Amazing Halifax Townhouse/3+beds/3.5baths/HeatPump - VIDEO TOUR!,3300.,2024-03-24T14:51:02.000Z,"129 Eliza Ritchie Crescent, Halifax, NS, B3M 0K5",Townhouse,3,3.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/amazing-halifax-townhouse-3-beds-3-5baths-heatpump-video-tour/1684600610,Kijiji User,Professional,2,1 Year,No,"May 1, 2024","2,396",No,Yes,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
"South-end, Victorian 2 bedroom",2400.,2024-03-24T14:04:09.000Z,"Victoria Rd, Halifax, NS",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/south-end-victorian-2-bedroom/1689086489,Kijiji User,Owner,1,1 Year,Limited,"May 1, 2024",950,No,No,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No
"2-bed flat near Dal/Hospitals, fully furnished, all included",2700.,2024-03-24T13:32:23.000Z,"Halifax, NS B3H 3H3",House,2,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bed-flat-near-dal-hospitals-fully-furnished-all-included/1689082826,Kijiji User,Owner,0,1 Year,No,"May 1, 2024",1,Yes,No,Outdoors only,,,,,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
"36 Lyons Avenue, Beautiful 3 bedroom townhouse! $2395.00-Sept. 1",2395.,2024-03-24T11:30:00.000Z,"28-38 LYONS AVE, HALIFAX, NS, B3P 1H6",Townhouse,3,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/36-lyons-avenue-beautiful-3-bedroom-townhouse-2395-00-sept-1/1689072692,Kijiji User,Professional,1,1 Year,No,"September 1, 2024",Not Available,No,No,No,,,,,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
Stunning Executive Penthouse-Elegant 2-Bedroom- June 7th-$4595.0,4595.,2024-03-24T11:12:00.000Z,"1471 South Park Street, Halifax, NS, B3J 0J7",Apartment,2,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/stunning-executive-penthouse-elegant-2-bedroom-june-7th-4595-0/1689072694,Kijiji User,Professional,0,1 Year,No,"June 7, 2024",Not Available,No,Yes,No,,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No
3 Bedroom 1.5 Bath Townhouse Close To Universities & Hospitals!,3300.,2024-03-24T10:56:01.000Z,"Chebucto Road, Halifax, NS",Townhouse,3,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bedroom-1-5-bath-townhouse-close-to-universities-hospitals/1682165053,Kijiji User,Owner,0,1 Year,Yes,"May 1, 2024","1,200",No,No,No,,,,,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
Charming 3-Level Townhouse for Ren Pet Friendly - Available Now!,2600.,2024-03-24T07:53:42.000Z,"Hammonds Plains, NS B3Z 1N7",Townhouse,3 + Den,4,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/charming-3-level-townhouse-for-ren-pet-friendly-available-now/1689071601,Kijiji User,Owner,2,1 Year,Yes,"April 1, 2023","2,100",Yes,No,Outdoors only,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
"Bently - 1 Bedroom, 1 Bathroom Apartment for Rent",1995.,2024-03-24T00:10:22.000Z,"15 Bently Drive, Halifax, NS, B2S 0G2",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bently-1-bedroom-1-bathroom-apartment-for-rent/1686217823,Kijiji User,Professional,0,1 Year,Limited,"May 1, 2024",Not Available,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes
23-103 Newly renovated lower flat in Halifax.UTILITIES INCLUDE,2200.,2024-03-24T00:10:05.000Z,"Almon Street, Halifax, NS, B3L 1V8",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-103-newly-renovated-lower-flat-in-halifax-utilities-include/1678291246,Kijiji User,Professional,0,1 Year,No,"April 1, 2024",Not Available,No,Yes,No,,,,,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
"23-055 Large furnished home in desirable Eaglewood, Bedford",4000.,2024-03-24T00:10:05.000Z,"Peregrine Crescent, Bedford, NS, B4A 3B9",House,4,3.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-055-large-furnished-home-in-desirable-eaglewood-bedford/1683309158,Kijiji User,Professional,3+,1 Year,No,"April 1, 2024",Not Available,Yes,Yes,No,,,,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
21-099 Walk to hospitals! Downtown Halifax condo. Fab building!,2950.,2024-03-24T00:10:01.000Z,"Dresden Row, Halifax, NS, B3J 2K2",Condo,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/21-099-walk-to-hospitals-downtown-halifax-condo-fab-building/1672687810,Kijiji User,Professional,1,1 Year,No,"April 1, 2024",Not Available,Yes,Yes,No,,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
"Glenbourne Gardens - 2 Bedroom, 2 Bathroom Apartment for Rent",1975.,2024-03-24T00:09:34.000Z,"634 Parkland Drive, Halifax, NS, B3S 1M8",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/glenbourne-gardens-2-bedroom-2-bathroom-apartment-for-rent/1686165944,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,Yes,,,,,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No
"Azure - 2 Bedroom, 2 Bathroom, Den Apartment for Rent",2300.,2024-03-24T00:09:34.000Z,"16 Bently Drive, Halifax, NS, B3S 0G9",Apartment,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/azure-2-bedroom-2-bathroom-den-apartment-for-rent/1686166112,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes
"Terrace View - 2 Bedroom, 1 Bathroom Apartment for Rent",2050.,2024-03-24T00:09:34.000Z,"41 Cowie Hill Road, Halifax, NS, B3P 2M7",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/terrace-view-2-bedroom-1-bathroom-apartment-for-rent/1686165986,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
Cunard Court – Lowrise - 1 Bdrm available at 2073-2077 Brunswick,1995.,2024-03-24T00:08:00.000Z,"2077 Brunswick Street, Halifax, NS, B3K 5T8",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/cunard-court-lowrise-1-bdrm-available-at-2073-2077-brunswick/1680840015,Kijiji User,Professional,0,1 Year,Yes,,620,No,No,No,,,,,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
2 Bedroom Townhouse for rent,2450.,2024-03-23T23:03:50.000Z,"3626 Deal St, Halifax, NS B3N 2Y5",Townhouse,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-townhouse-for-rent/1689054563,Kijiji User,Owner,1,1 Year,Limited,"April 1, 2024","1,250",No,No,Outdoors only,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Exec. 3 Bedroom Furnished Home Overlooking N.W. Arm. $99/ night,99.,2024-03-23T21:19:03.000Z,"Herring Cove Road, Halifax, NS",House,3,2.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/exec-3-bedroom-furnished-home-overlooking-n-w-arm-99-night/1682502116,Kijiji User,Owner,2,Month-to-month,Yes,"June 4, 2024","1,800",Yes,Yes,No,,,,,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
"SEPT 1st-ONE BDRM APARTMENT for rent near DAL, SMU, KINGS",1760.,2024-03-23T20:09:41.000Z,"Halifax, NS B3H 2K5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/sept-1st-one-bdrm-apartment-for-rent-near-dal-smu-kings/1689040189,Kijiji User,Owner,0,1 Year,Limited,"September 1, 2024",600,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes
3 Bedroom house for rent in Seabright,2300.,2024-03-23T18:40:55.000Z,"Seabright, NS B3Z 2Y1",House,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/3-bedroom-house-for-rent-in-seabright/1689031461,Kijiji User,Owner,3+,1 Year,No,"May 1, 2024","1,800",Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
June 1 Bloomfield St North End Large 1 Bedroom + Den Heat HW Inc,2095.,2024-03-23T18:30:42.000Z,"5511 Bloomfield Street, Halifax, NS",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/june-1-bloomfield-st-north-end-large-1-bedroom-den-heat-hw-inc/1689030382,Kijiji User,Owner,0,1 Year,Limited,"June 1, 2024",900,No,Yes,No,,,,,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No
Renovated Bachelor / Studio,1000.,2024-03-23T18:12:45.000Z,"Halifax, NS B3P 1K6",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/renovated-bachelor-studio/1689028441,Kijiji User,Owner,1,1 Year,No,"April 1, 2024",400,No,No,No,,,,,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No
May 1 Green St New Large Bachelor Apartment All Utilities Inc!,1550.,2024-03-23T17:58:07.000Z,"5266 Green Street, Halifax, NS",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/may-1-green-st-new-large-bachelor-apartment-all-utilities-inc/1689026649,Kijiji User,Owner,0,1 Year,Limited,"May 1, 2024",575,No,Yes,No,,,,,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
2 bed one bath detached house  close to universities,2800.,2024-03-23T16:08:02.000Z,"6371 Norwood St, Halifax, NS B3H 2L2",House,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bed-one-bath-detached-house-close-to-universities/1689014834,Kijiji User,Owner,2,1 Year,Yes,"April 1, 2024",954,Yes,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"24-019 Great West End flat, utilities included",3000.,2024-03-23T16:02:11.000Z,"Second Street, Halifax, NS, B3L 1G2",Apartment,3,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-019-great-west-end-flat-utilities-included/1686891086,Kijiji User,Professional,2,1 Year,Limited,"April 1, 2024",Not Available,No,No,No,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
24-013 Fabulous townhome in the heart of Halifax,3350.,2024-03-23T16:02:07.000Z,"Nora Bernard Street, Halifax, NS, B3K 5T6",Townhouse,3,2.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-013-fabulous-townhome-in-the-heart-of-halifax/1685270578,Kijiji User,Professional,0,1 Year,Limited,"April 1, 2024",Not Available,No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
"23-075 Large family home in Pine Bluff, a beautiful Halifax area",4200.,2024-03-23T16:02:03.000Z,"Litchfield Crescent, Halifax, NS, B3P 2N4",House,3,3,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-075-large-family-home-in-pine-bluff-a-beautiful-halifax-area/1685510401,Kijiji User,Professional,2,1 Year,Limited,"April 1, 2024",Not Available,No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
Downtown Halifax - 1 bedroom lease takeover ,1750.,2024-03-23T15:19:18.000Z,"Falkland St, Halifax, B3K 1A3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/downtown-halifax-1-bedroom-lease-takeover/1689009794,Kijiji User,Owner,0,1 Year,Yes,"May 1, 2024",600,No,Yes,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
NORTH END APARTMENT,2400.,2024-03-23T15:07:45.000Z,"Halifax, NS B3K 5G6",Duplex/Triplex,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/north-end-apartment/1689008520,Kijiji User,Owner,1,1 Year,Limited,"May 1, 2024",800,No,Yes,Outdoors only,,,,,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
23-088 Heritage home Downtown Hfx Perfect for home and Office!,4250.,2024-03-23T14:30:37.000Z,"Bishop Street, Halifax, NS, B3J 1C9",Townhouse,3 + Den,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-088-heritage-home-downtown-hfx-perfect-for-home-and-office/1674891632,Kijiji User,Professional,1,1 Year,Limited,"April 1, 2024",Not Available,No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
Westend 3 Bedroom,2500.,2024-03-23T14:06:30.000Z,"Liverpool St, Halifax, NS B3L 1Y4, Canada",Apartment,3,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/westend-3-bedroom/1689002443,Kijiji User,Owner,1,1 Year,Limited,"May 1, 2024","1,000",No,No,Outdoors only,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
LARGE 2 BEDROOM AVAILABLE,,2024-03-26T01:52:35.000Z,"30 Ridgevalley Road, Halifax, NS, B3P 2J8",Apartment,2,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/large-2-bedroom-available/1688104521,Kijiji User,Professional,1,1 Year,Limited,,Not Available,No,No,Yes,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No
1 Bedroom Apt - Avail June 1st in  Popular North End Halifax,1695.,2024-03-21T13:57:13.000Z,"3210 Agricola Street, Halifax, NS",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-apt-avail-june-1st-in-popular-north-end-halifax/1688832358,Kijiji User,Owner,1,1 Year,Limited,"June 1, 2024",700,No,Yes,Outdoors only,,,,,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
OPEN HOUSE SATURDAY 10-4 - 1 BEDROOM ON PUBLIC GARDENS,,2024-03-26T21:01:54.000Z,"1545 / 1551 South Park Street, Halifax, NS, B3J 4B3",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/open-house-saturday-10-4-1-bedroom-on-public-gardens/1678071862,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,No,No,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
LUXURY 1 BED + DEN IN BEDFORD,,2024-03-26T01:52:54.000Z,"230 Larry Uteck Blvd, Bedford, NS, B3N 0N1",Apartment,1 + Den,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/luxury-1-bed-den-in-bedford/1646233967,Kijiji User,Professional,0,1 Year,No,,Not Available,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
4 Bedroom House in Halifax for March,3995.,2024-03-19T19:26:07.000Z,"12 Palmer Hill, Halifax, NS, B3N 1S5",House,3,3,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/4-bedroom-house-in-halifax-for-march/1684095786,Kijiji User,Professional,0,1 Year,No,"March 1, 2024","4,400",No,No,No,,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
2 Bedroom + DEN Penthouse in Halifax for April,4195.,2024-03-25T18:57:23.000Z,"5450 Kaye Street, Halifax, NS, B3K 0G7",Apartment,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-den-penthouse-in-halifax-for-april/1679579341,Kijiji User,Professional,0,1 Year,No,"April 1, 2024","1,437",No,No,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
Waterfront home on Northwest Arm available April,3475.,2024-03-23T10:39:07.000Z,"Halifax, NS B3P 2B3",House,2 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/waterfront-home-on-northwest-arm-available-april/1688990297,Kijiji User,Owner,2,1 Year,Limited,"April 1, 2024","1,700",No,Yes,No,,,,,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
"Empress Gardens - 3 Bedroom, 2 Bathroom, Den Apartment for Rent",2720.,2024-03-23T00:09:19.000Z,"461 Larry Uteck, Halifax, NS, B3M 0H3",Apartment,3 + Den,2,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/empress-gardens-3-bedroom-2-bathroom-den-apartment-for-rent/1683226942,Kijiji User,Professional,0,1 Year,Limited,,Not Available,No,Yes,No,,,,,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes
16-105 Spacious FURNISHED apartment in Kingswood subdivision,1800.,2024-03-23T00:09:18.000Z,"Kingswood Drive, Hammonds Plains, NS, B4B 1M2",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/16-105-spacious-furnished-apartment-in-kingswood-subdivision/1686110924,Kijiji User,Professional,1,1 Year,Limited,"April 1, 2024",Not Available,Yes,No,No,,,,,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
24-018 South End Halifax. Gorgeous upgraded home.,3300.,2024-03-23T00:09:02.000Z,"South Street, Halifax, NS, B3J 1A4",House,2,2.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-018-south-end-halifax-gorgeous-upgraded-home/1686076397,Kijiji User,Professional,1,1 Year,Limited,"April 1, 2024",Not Available,No,No,No,,,,,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
Bachelor Units for Rent - Move in Ready,1300.,2024-03-23T00:08:48.000Z,"1271 Church Street, Halifax, NS, B3J 3L3",Apartment,Bachelor/Studio,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bachelor-units-for-rent-move-in-ready/1683186701,Kijiji User,Professional,0,1 Year,Yes,"January 15, 2024",Not Available,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
Beautiful One bedroom steps from the Hydrostone- $1795.00,1795.,2024-03-22T22:00:00.000Z,"3232 Isleville Street, Halifax, NS, B3K 3Y5",Apartment,1,1,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-one-bedroom-steps-from-the-hydrostone-1795-00/1688959912,Kijiji User,Professional,0,1 Year,No,"April 1, 2024",Not Available,No,No,No,,,,,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No
