,title,price,date_posted,address,rental_type,num_bedrooms,num_bathrooms,url,company_type,num_parking,agreement_type,pet_friendly,move_in_date,size_sqft,furnished,air_conditioning,smoking_permitted,barrier_free_entrances_ramps,visual_aids,accessible_washrooms_in_suite,heat,hydro,water,cable_tv,internet,laundry_unit,laundry_building,dishwasher,fridge_freezer,yard,balcony,building_security,building_elevator,building_gym,bycycle_parking,storage_space,postal_code,rate_per_sqft,location,lat,long,region
191,2 BEDROOM APARTMENT FOR RENT - DOG FRIENDLY,2200.0,2024-03-24 20:47:02+00:00,"Hammonds Plains, NS B3Z 1J7",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-apartment-for-rent-dog-friendly/1689126448,Owner,2.0,1 Year,Yes,2024-05-01 00:00:00+00:00,1000.0,False,True,outdoors only,True,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,B3Z 1J7,2.2,"Hammonds Plains, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.7385029,-63.7835323,coastal communities around Halifax
192,1 BEDROOM BASEMENT APARTMENT - DOG FRIENDLY,1800.0,2024-03-24 20:24:38+00:00,"Hammonds Plains, NS B3Z 1J7",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/1-bedroom-basement-apartment-dog-friendly/1689124389,Owner,1.0,1 Year,Yes,2024-05-01 00:00:00+00:00,900.0,False,True,outdoors only,True,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,B3Z 1J7,2.0,"Hammonds Plains, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.7385029,-63.7835323,coastal communities around Halifax
196,24-024 Conveniently located Dartmouth apartment,1950.0,2024-03-24 20:01:42+00:00,"Paul David Court, Dartmouth, NS, B2X 2Y8",Apartment,3.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-024-conveniently-located-dartmouth-apartment/1687442934,Professional,2.0,1 Year,Limited,2024-04-01 00:00:00+00:00,500.0,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,B2X 2Y8,3.9,"Paul David Court, Tam O'Shanter Ridge, Port Wallace, Dartmouth, Halifax Regional Municipality, Halifax County, Nova Scotia, B2X 2Y8, Canada",44.6923703,-63.5325729,Unknown
197,24-008 Nicely renovated 2 bed close to downtown!,2150.0,2024-03-24 20:01:42+00:00,"John Street, Halifax, NS, B3K 4K6",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-008-nicely-renovated-2-bed-close-to-downtown/1682801064,Professional,0.0,1 Year,Limited,2024-04-01 00:00:00+00:00,500.0,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,B3K 4K6,4.3,"John Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 1J1, Canada",44.6526209,-63.5908174,North End Halifax
198,270 Willett St./Clayton Park 2-Bdrm available April 1 and May 1,1865.0,2024-03-24 17:21:48+00:00,"Halifax, NS B3M 3L9",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/270-willett-st-clayton-park-2-bdrm-available-april-1-and-may-1/1591754701,Professional,1.0,1 Year,Limited,2024-03-01 00:00:00+00:00,900.0,False,False,outdoors only,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,B3M 3L9,2.07,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,Larry Uteck
199,2 bedroom. Avail. May 1st. $2100/mo (utilities included),2100.0,2024-03-24 15:45:29+00:00,"Auburn Ave, Halifax, NS B3R 1K4",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-avail-may-1st-2100-mo-utilities-included/1687608423,Owner,0.0,1 Year,Limited,2024-05-01 00:00:00+00:00,1200.0,False,False,False,True,False,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,B3R 1K4,1.75,"Auburn Avenue, Thornhill, Spryfield, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3R 1K3, Canada",44.6030243,-63.6143276,Spryfield Halifax
201,"South-end, Victorian 2 bedroom",2400.0,2024-03-24 14:04:09+00:00,"Victoria Rd, Halifax, NS",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/south-end-victorian-2-bedroom/1689086489,Owner,1.0,1 Year,Limited,2024-05-01 00:00:00+00:00,950.0,False,False,outdoors only,True,False,False,False,False,True,False,False,True,False,True,True,False,True,True,False,False,False,False,,2.53,"Victoria Road, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1M7, Canada",44.6363666,-63.5745181,South End Halifax
204,Stunning Executive Penthouse-Elegant 2-Bedroom- June 7th-$4595.0,4595.0,2024-03-24 11:12:00+00:00,"1471 South Park Street, Halifax, NS, B3J 0J7",Apartment,2.0,1.5,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/stunning-executive-penthouse-elegant-2-bedroom-june-7th-4595-0/1689072694,Professional,0.0,1 Year,No,2024-06-07 00:00:00+00:00,500.0,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,True,True,False,False,False,B3J 0J7,9.19,,,,Downtown Halifax
207,"Bently - 1 Bedroom, 1 Bathroom Apartment for Rent",1995.0,2024-03-24 00:10:22+00:00,"15 Bently Drive, Halifax, NS, B2S 0G2",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bently-1-bedroom-1-bathroom-apartment-for-rent/1686217823,Professional,0.0,1 Year,Limited,2024-05-01 00:00:00+00:00,500.0,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,True,True,True,False,True,B2S 0G2,3.99,,,,Unknown
208,23-103 Newly renovated lower flat in Halifax.UTILITIES INCLUDE,2200.0,2024-03-24 00:10:05+00:00,"Almon Street, Halifax, NS, B3L 1V8",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/23-103-newly-renovated-lower-flat-in-halifax-utilities-include/1678291246,Professional,0.0,1 Year,No,2024-04-01 00:00:00+00:00,500.0,False,True,False,True,False,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,B3L 1V8,4.4,"Almon Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 6R5, Canada",44.6555223,-63.6010298,West End of Halifax
211,"Glenbourne Gardens - 2 Bedroom, 2 Bathroom Apartment for Rent",1975.0,2024-03-24 00:09:34+00:00,"634 Parkland Drive, Halifax, NS, B3S 1M8",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/glenbourne-gardens-2-bedroom-2-bathroom-apartment-for-rent/1686165944,Professional,0.0,1 Year,Limited,2024-09-01 00:00:00+00:00,500.0,False,False,True,True,False,False,True,False,True,False,False,True,True,True,True,False,False,True,True,True,False,False,B3S 1M8,3.95,"634, Parkland Drive, Kearney Lake Park, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3S 1N3, Canada",44.67509715,-63.676904077737504,Clayton Park
212,"Azure - 2 Bedroom, 2 Bathroom, Den Apartment for Rent",2300.0,2024-03-24 00:09:34+00:00,"16 Bently Drive, Halifax, NS, B3S 0G9",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/azure-2-bedroom-2-bathroom-den-apartment-for-rent/1686166112,Professional,0.0,1 Year,Limited,2024-09-01 00:00:00+00:00,500.0,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,B3S 0G9,4.6,"16, Bently Drive, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3S 0G9, Canada",44.6495579,-63.6559124,Clayton Park
213,"Terrace View - 2 Bedroom, 1 Bathroom Apartment for Rent",2050.0,2024-03-24 00:09:34+00:00,"41 Cowie Hill Road, Halifax, NS, B3P 2M7",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/terrace-view-2-bedroom-1-bathroom-apartment-for-rent/1686165986,Professional,0.0,1 Year,Limited,2024-09-01 00:00:00+00:00,500.0,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False,True,True,True,False,True,B3P 2M7,4.1,"41, Cowie Hill Road, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3P 2M7, Canada",44.6324463,-63.6200348,Cowie Hill
214,Cunard Court – Lowrise - 1 Bdrm available at 2073-2077 Brunswick,1995.0,2024-03-24 00:08:00+00:00,"2077 Brunswick Street, Halifax, NS, B3K 5T8",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/cunard-court-lowrise-1-bdrm-available-at-2073-2077-brunswick/1680840015,Professional,0.0,1 Year,Yes,2024-09-01 00:00:00+00:00,620.0,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,False,True,True,B3K 5T8,3.22,"2077, Brunswick Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 2Y4, Canada",44.6526515,-63.5808535,Downtown Halifax
217,"SEPT 1st-ONE BDRM APARTMENT for rent near DAL, SMU, KINGS",1760.0,2024-03-23 20:09:41+00:00,"Halifax, NS B3H 2K5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/sept-1st-one-bdrm-apartment-for-rent-near-dal-smu-kings/1689040189,Owner,0.0,1 Year,Limited,2024-09-01 00:00:00+00:00,600.0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,B3H 2K5,2.93,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,South End Halifax
219,June 1 Bloomfield St North End Large 1 Bedroom + Den Heat HW Inc,2095.0,2024-03-23 18:30:42+00:00,"5511 Bloomfield Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/june-1-bloomfield-st-north-end-large-1-bedroom-den-heat-hw-inc/1689030382,Owner,0.0,1 Year,Limited,2024-06-01 00:00:00+00:00,900.0,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,,2.33,"5511, Bloomfield Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 3C8, Canada",44.6595131,-63.5947171,Unknown
220,Renovated Bachelor / Studio,1000.0,2024-03-23 18:12:45+00:00,"Halifax, NS B3P 1K6",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/renovated-bachelor-studio/1689028441,Owner,1.0,1 Year,No,2024-04-01 00:00:00+00:00,400.0,False,False,False,True,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,B3P 1K6,2.5,"Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, Canada",44.648618,-63.5859487,Cowie Hill
221,May 1 Green St New Large Bachelor Apartment All Utilities Inc!,1550.0,2024-03-23 17:58:07+00:00,"5266 Green Street, Halifax, NS",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/may-1-green-st-new-large-bachelor-apartment-all-utilities-inc/1689026649,Owner,0.0,1 Year,Limited,2024-05-01 00:00:00+00:00,575.0,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,,2.7,"5266, Green Street, South End, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 1N7, Canada",44.6371524,-63.5714455785789,South End Halifax
223,"24-019 Great West End flat, utilities included",3000.0,2024-03-23 16:02:11+00:00,"Second Street, Halifax, NS, B3L 1G2",Apartment,3.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/24-019-great-west-end-flat-utilities-included/1686891086,Professional,2.0,1 Year,Limited,2024-04-01 00:00:00+00:00,500.0,False,False,False,True,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,B3L 1G2,6.0,"Second Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3L 3C9, Canada",44.6436122,-63.6085895,West End of Halifax
226,Downtown Halifax - 1 bedroom lease takeover ,1750.0,2024-03-23 15:19:18+00:00,"Falkland St, Halifax, B3K 1A3",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/downtown-halifax-1-bedroom-lease-takeover/1689009794,Owner,0.0,1 Year,Yes,2024-05-01 00:00:00+00:00,600.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3K 1A3,2.92,"Falkland Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 3R2, Canada",44.6510097,-63.5835693,Downtown Halifax
229,Westend 3 Bedroom,2500.0,2024-03-23 14:06:30+00:00,"Liverpool St, Halifax, NS B3L 1Y4, Canada",Apartment,3.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/westend-3-bedroom/1689002443,Owner,1.0,1 Year,Limited,2024-05-01 00:00:00+00:00,1000.0,False,False,outdoors only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,B3L 1Y4,2.5,"Liverpool Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3L 2W3, Canada",44.6532862,-63.6083197,West End of Halifax
237,"Empress Gardens - 3 Bedroom, 2 Bathroom, Den Apartment for Rent",2720.0,2024-03-23 00:09:19+00:00,"461 Larry Uteck, Halifax, NS, B3M 0H3",Apartment,3.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/empress-gardens-3-bedroom-2-bathroom-den-apartment-for-rent/1683226942,Professional,0.0,1 Year,Limited,2024-04-01 00:00:00+00:00,500.0,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,B3M 0H3,5.44,"Empress Gardens, 461, Larry Uteck Boulevard, Prince Edward Estates, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3M 0H3, Canada",44.7022714,-63.67707933384274,Larry Uteck
238,16-105 Spacious FURNISHED apartment in Kingswood subdivision,1800.0,2024-03-23 00:09:18+00:00,"Kingswood Drive, Hammonds Plains, NS, B4B 1M2",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/16-105-spacious-furnished-apartment-in-kingswood-subdivision/1686110924,Professional,1.0,1 Year,Limited,2024-04-01 00:00:00+00:00,500.0,True,False,False,True,False,False,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,B4B 1M2,3.6,"Kingswood Drive, Kingswood, Hammonds Plains, Halifax Regional Municipality, Halifax County, Nova Scotia, B4B 1M2, Canada",44.6971479,-63.7557042,Bedford Halifax
240,Bachelor Units for Rent - Move in Ready,1300.0,2024-03-23 00:08:48+00:00,"1271 Church Street, Halifax, NS, B3J 3L3",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/bachelor-units-for-rent-move-in-ready/1683186701,Professional,0.0,1 Year,Yes,2024-01-15 00:00:00+00:00,500.0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,B3J 3L3,2.6,,,,Downtown Halifax
241,Beautiful One bedroom steps from the Hydrostone- $1795.00,1795.0,2024-03-22 22:00:00+00:00,"3232 Isleville Street, Halifax, NS, B3K 3Y5",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/beautiful-one-bedroom-steps-from-the-hydrostone-1795-00/1688959912,Professional,0.0,1 Year,No,2024-04-01 00:00:00+00:00,500.0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,B3K 3Y5,3.59,"3232, Isleville Street, Hydrostone, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 3Y5, Canada",44.66343585,-63.60311140895306,North End Halifax
242,Spacious 2 Bedroom- 2 levels of living space- June 15th,2295.0,2024-03-22 21:54:00+00:00,"23 Gristmill Court, Halifax, NS, B3M 0B9",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/spacious-2-bedroom-2-levels-of-living-space-june-15th/1688959908,Professional,0.0,1 Year,No,2024-06-15 00:00:00+00:00,500.0,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,B3M 0B9,4.59,"23, Gristmill Court, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3M 0B9, Canada",44.65947285,-63.65855762544642,Larry Uteck
243,TWO BEDROOM FLAT AVAILABLE ON ALMON STREET,1995.0,2024-03-22 21:36:00+00:00,"6166 Almon Street, Halifax, NS, B3K 1V1",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/two-bedroom-flat-available-on-almon-street/1688959491,Professional,0.0,1 Year,No,2024-05-15 00:00:00+00:00,500.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,B3K 1V1,3.99,"6166, Almon Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 6R5, Canada",44.6550507,-63.6013581,North End Halifax
244,Fantastic one bedroom in Halifax's North-end- MAY 1ST,1995.0,2024-03-22 21:12:00+00:00,"5511 Charles St., Halifax, NS, B3K 1K1",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fantastic-one-bedroom-in-halifaxs-north-end-may-1st/1688959915,Professional,0.0,1 Year,No,2024-05-01 00:00:00+00:00,500.0,False,False,False,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,B3K 1K1,3.99,"5511, Charles Street, Downtown Halifax, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 1K2, Canada",44.65642465,-63.59019350435814,Downtown Halifax
245,Fantastic One Bedroom in Central Spryfield April 15th $1695.00,1695.0,2024-03-22 21:06:00+00:00,"56 Old Sambro Road, Halifax, NS, B3R 1R1",Apartment,1.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/fantastic-one-bedroom-in-central-spryfield-april-15th-1695-00/1688959904,Professional,1.0,1 Year,No,2024-04-15 00:00:00+00:00,500.0,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,B3R 1R1,3.39,"56, Old Sambro Road, Ravenscraig, Spryfield, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3R 1R1, Canada",44.6184215,-63.62146509062771,Spryfield Halifax
247,2 BEDROOM 2 BATHROOM SUBLET: 5 min WALK TO DAL,2700.0,2024-03-22 21:00:32+00:00,"6000 Bliss Street, Halifax, NS",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-2-bathroom-sublet:-5-min-walk-to-dal/1688501871,Owner,0.0,Month-to-month,No,2024-05-01 00:00:00+00:00,1500.0,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,,1.8,"Bliss Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3H 3H7, Canada",44.6408363,-63.5884343,Unknown
248,2 BEDROOM APARTMENT IN HALIFAX // RICHMOND YARDS,2395.0,2024-03-22 20:10:17+00:00,"2735 Clifton Street, Halifax, NS",Apartment,2.0,2.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/2-bedroom-apartment-in-halifax-richmond-yards/1688955194,Owner,0.0,1 Year,No,2024-05-01 00:00:00+00:00,995.0,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True,,2.41,"2735, Clifton Street, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3K 1T8, Canada",44.6556847,-63.5988028,Unknown
249,NEW 2 Bedroom Apartment - 432 Herring Cove Road - $2200,2200.0,2024-03-22 19:53:22+00:00,"432 Herring Cove Road, Halifax, NS, B3R 1W4",Apartment,2.0,1.0,https://www.kijiji.ca/v-apartments-condos/city-of-halifax/new-2-bedroom-apartment-432-herring-cove-road-2200/1684759531,Professional,0.0,1 Year,Yes,2024-05-01 00:00:00+00:00,650.0,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,B3R 1W4,3.38,"432, Herring Cove Road, Spryfield, Halifax, Halifax Regional Municipality, Halifax County, Nova Scotia, B3R 1W4, Canada",44.607396449999996,-63.61430699188265,Spryfield Halifax
